species,harem_size,male_weight,female_weight,male_length,female_length,IUCN_rating,Abundance,BreedingType,g2,CIlow,CIup,p_val,num_alleles_mean,num_alleles_mean.CIlow,num_alleles_mean.CIhigh,num_alleles_sd,num_alleles_sd.CIlow,num_alleles_sd.CIhigh,exp_het_mean,exp_het_mean.CIlow,exp_het_mean.CIhigh,exp_het_sd,exp_het_sd.CIlow,exp_het_sd.CIhigh,obs_het_mean,obs_het_mean.CIlow,obs_het_mean.CIhigh,obs_het_sd,obs_het_sd.CIlow,obs_het_sd.CIhigh,mean_allele_size_sd,mean_allele_size_sd.CIlow,mean_allele_size_sd.CIhigh,sd_allele_size_sd,sd_allele_size_sd.CIlow,sd_allele_size_sd.CIhigh,mean_allele_size_kurtosis,mean_allele_size_kurtosis.CIlow,mean_allele_size_kurtosis.CIhigh,sd_allele_size_kurtosis,sd_allele_size_kurtosis.CIlow,sd_allele_size_kurtosis.CIhigh,mean_allele_range,mean_allele_range.CIlow,mean_allele_range.CIhigh,sd_allele_range,sd_allele_range.CIlow,sd_allele_range.CIhigh,mratio_mean,mratio_mean.CIlow,mratio_mean.CIhigh,mratio_sd,mratio_sd.CIlow,mratio_sd.CIhigh,prop_low_afs_mean,prop_low_afs_mean.CIlow,prop_low_afs_mean.CIhigh,prop_low_afs_sd,prop_low_afs_sd.CIlow,prop_low_afs_sd.CIhigh,IAM_ratio,IAM_Wilc_Exc,TPM70_ratio,TPM70_Wilc_Exc,TPM80_ratio,TPM80_Wilc_Exc,TPM90_ratio,TPM90_Wilc_Exc,SMM_ratio,SMM_Wilc_Exc,nloc,nind
hawaiian_monk_seal,1,173.00,265.00,214.20,233.70,endangered,1209,land,0.01290770831197352,0.010459533070709764,0.015161599290672872,0.1,2.7240555555555557,2.5,2.9444444444444446,1.0130557479880844,0.7314600552170998,1.323493100445977,0.4617598222359187,0.4143194891814603,0.5070179206018345,0.18282000384219066,0.13530962922880832,0.22764625616682987,0.4554956128747796,0.37839340828924156,0.5306178350970017,0.2187437487369256,0.15845935688837987,0.2774586336558001,1.4442370244676326,1.227085473403501,1.6054280916499009,0.87757533500255,0.6435795422013459,1.0980931190766032,3.663174529970074,2.497149128579398,5.2049690460661475,3.317504470036793,1.4018796199883468,5.475564711328893,4.136522796062869,3.588235294117647,4.611111111111111,2.6383204575597414,2.007339474206065,3.2201748535339214,0.6114405549822536,0.5859248236331569,0.6471238588027804,0.21111431197496333,0.18561634717838615,0.2372454722968413,0.049471825396825396,0,0.13335648148148146,0.11171594971834442,0,0.21579765395152095,0.9444444444444444,2e-5,0.8333333333333334,0.00237,0.7222222222222222,0.00797,0.7222222222222222,0.05419,0.4444444444444444,0.51694,9,1254
bearded_seal,1,265.00,276.36,230.00,230.00,least concern,5e5,ice,0.005876218694651936,-0.0027624361340079476,0.023827135448402276,0.4,4.197153846153846,3.769230769230769,4.615384615384615,1.4453899884472512,1.0801234497346435,1.8501559185854912,0.6334995951417004,0.590242914979757,0.6748987854251012,0.1537105220878297,0.10142354128259298,0.20915082788122483,0.6122538461538461,0.5384615384615384,0.6923076923076923,0.20598126373482803,0.1386634734773256,0.26818478130400486,1.2173749581475015,1.0991145978133128,1.3402159254713906,0.6206251921963865,0.48420955582812586,0.7705014280922167,3.3410210908561,2.5493785395539783,4.528721112788276,2.007968166561503,1.0090363550322092,4.480477889379028,4.110615384615385,3.5384615384615383,4.6923076923076925,2.291226364680637,1.6640041748387433,2.846500325410855,0.8686789270914271,0.8137251984126984,0.9238212481962481,0.1482823511048586,0.107892725111354,0.18886724507055475,0.22174191086691086,0.13330128205128208,0.3051510989010989,0.19594298279065803,0.1414702402745106,0.2521493109207155,0.8461538461538461,8.5e-4,0.6153846153846154,0.34241,0.6153846153846154,0.52698,0.46153846153846156,0.81213,0.3076923076923077,0.97131,15,161
crabeater_seal,1,220.50,224.00,226.00,228.50,least concern,4e6,ice,4.002418822923737e-5,-0.00395977731667452,0.0042480642923950936,0.3,8.760142857142856,7.853571428571431,9.714285714285714,2.650111458452388,1.864454471471609,3.4368444975562698,0.8612468217111406,0.8300685537372844,0.8879699248120301,0.09456331342113913,0.053733452030331454,0.145231341866102,0.8525138888888889,0.771388888888889,0.9285714285714286,0.1400859429683827,0.06900655593423541,0.2340126166724879,3.5882744594369513,3.139370579468957,4.044658111894391,1.6189210758997377,1.2606989697202617,1.9891528772650946,2.959846353098158,2.2104931876456435,4.0150996274216215,1.410377256124424,0.4964410190799246,2.952949453296112,12.355,10.428571428571429,14,5.243164377193993,3.7285891384892884,6.506955085076296,0.7006259187669296,0.6168239863728585,0.7840122534107496,0.16570767784969223,0.08924521516706974,0.2305606627889766,0.38088086278800565,0.24047052154195012,0.5046250773036487,0.1872706143050521,0.08109331869568467,0.28812086638561785,1,0.00391,0.7142857142857143,0.02734,0.7142857142857143,0.1875,0.5714285714285714,0.46875,0.14285714285714285,0.98828,18,2386
leopard_seal,1,324.00,367.00,287.00,322.48,least concern,35500,ice,-0.0035258292936500846,-0.006262748552606265,-0.0012357219035398323,1,6.721357142857143,6.071428571428571,7.357142857142857,2.6266783850627924,2.081940671032367,3.2071349029490928,0.7319811531501326,0.6911544179075139,0.7668036973561354,0.20979725921895662,0.15852289013499757,0.2695902712200879,0.7226918650793651,0.6571428571428571,0.7785714285714286,0.2350952365609469,0.17643570481271464,0.29660654192881314,2.7560494768146286,2.3672248272452054,3.119418389293731,1.9056080889330669,1.3791744272728688,2.36248567089773,4.534134806222307,3.4322184046601105,5.9541726192139315,2.94403251046051,1.44787042067664,4.940454293172601,9.839796245421246,8.5,11.23076923076923,6.380399091196951,4.782683545283482,7.647981416338914,0.7188078703246238,0.6461621810728954,0.8004447737299568,0.22263386263807977,0.15968378990576473,0.2983579265640741,0.33064409439766584,0.22151360544217688,0.4325068929086786,0.21052576953015564,0.1422478446228827,0.26663301059042704,0.7857142857142857,0.01227,0.35714285714285715,0.85211,0.35714285714285715,0.92346,0.2857142857142857,0.98987,0.14285714285714285,0.99985,13,300
arctic_ringed_seal,1,71.67,66.50,129.30,128.90,least concern,25e5,ice,8.254532925520142e-4,-7.569574933047025e-4,0.003883559039097762,0.4,9.6401,8.7,10.6,2.321681381539782,1.548560603189768,3.2041639575194445,0.8803892156862745,0.8526315789473684,0.9052631578947369,0.07080586831684134,0.036813238231231546,0.11962117594594249,0.8667544444444445,0.7999444444444446,0.93,0.1156558340078486,0.06324555320336757,0.18379486753433422,3.8669041445127776,3.282337993710757,5.18641485098685,1.870949983892294,0.849580371852344,5.449047902038115,3.5142142228113755,2.5146340890911754,4.837339579864579,2.3707746422867366,0.7228915225181118,4.55394608993696,14.301406666666667,11.5,21.35125,7.849492175521295,3.165920381827681,28.245278562323218,0.7119769254747832,0.619767540485584,0.8037060826310402,0.20548202719289502,0.12869950977473496,0.28545358106354196,0.47913377644414407,0.38870478132978137,0.5662308039183039,0.15494366428095305,0.08361271079076961,0.23485903342472783,0.8,0.06543,0.4,0.83887,0.3,0.94727,0.2,0.99658,0,1,17,13
ross_seal,1,173.80,185.00,199.00,214.60,least concern,22e4,ice,0.01379340543880092,0.001149018114909989,0.02608416229955378,0.1,7.229888888888889,6.444444444444445,8,3.7016633836806574,2.827438115505376,4.603893183719429,0.7296930015670986,0.6841846309673967,0.7730994152046784,0.21425479879136328,0.15282604811824477,0.2761539234390324,0.7294827160493828,0.6333333333333333,0.8197839506172839,0.21929621331107133,0.14141073124555084,0.29159507856606626,2.2530338600347863,1.9226117606056587,2.5719344719985973,1.3940092766964136,0.9894914643460992,1.7920027249598287,4.104456376032735,2.998643701675226,5.475960135151553,2.6120799939246253,0.8080941032586911,5.127584860538421,8.321516997354497,7.111111111111111,9.43767361111111,5.097264087142741,3.7665144929990593,6.315049908527214,0.8247330219209291,0.728966143099915,0.9365262746512746,0.23932062263670462,0.1417212263427768,0.4076300296011065,0.37502665099969024,0.22168981481481484,0.4951862874779541,0.23148800454065976,0.13999895500974424,0.3073686468754843,0.7777777777777778,0.08203,0.3333333333333333,0.75195,0.3333333333333333,0.82031,0.2222222222222222,0.99023,0.1111111111111111,0.99902,14,150
weddell_seal,3,360.00,376.00,250.00,259.50,least concern,633e3,ice,0.0030566472737203476,3.6761135003477997e-4,0.0034943896257895626,0.1,6.3402,5.8,6.868333333333331,2.0808189331870577,1.6239271783164508,2.554268070482201,0.7342000252264649,0.6961315789473684,0.7712280701754386,0.17132029624705752,0.12112574770905364,0.22642812096518036,0.7243103703703704,0.66,0.7933333333333333,0.20355769594866954,0.1447493728911492,0.2587515815456612,2.1503403899419915,1.8859893086406927,2.45032863854766,0.8956304552551985,0.5813451880362474,1.4054580186621648,3.8979693852643345,2.950201617135771,4.997418887086294,2.458974316389966,1.13052896324138,4.3255008287163506,7.782630952380952,6.665833333333334,9.168333333333331,3.408328471415528,2.074218154481575,5.930209927538814,0.7590792053231776,0.6855348023117549,0.8302430141697382,0.19811110232798412,0.13424214641567206,0.2655356823674528,0.3444238276538277,0.25874801587301594,0.43352314814814813,0.1946717238382182,0.1318874777750806,0.25508444888382353,0.8666666666666667,0.00623,0.4,0.7894,0.3333333333333333,0.93973,0.3333333333333333,0.99246,0.06666666666666667,0.99998,16,109
northern_fur_seal,36.4,227.00,44.75,213.00,135.00,vulnerable,129e4,land,0.0018581823793342167,-0.0077528655252905275,0.007202921416233582,0.4,7.529125,6.5,8.5,2.394329504280129,1.4142135623730951,3.295017884191656,0.792876300675159,0.7468611199118649,0.8341540843809613,0.2070533983205578,0.11165547104560065,0.30724375891739947,0.7286029265873016,0.65,0.810798611111111,0.2787645747113996,0.1866821836463759,0.36080694788904816,4.168857540782788,3.2271310430909925,4.787015229670291,2.4929435175702648,1.1798060874323324,3.465542175498795,3.325727715828147,2.2598189766918835,5.005979608858721,2.378643136232285,0.6150252758946773,5.6115156565041096,13.434946428571429,10.75,15,6.650012126355333,4.205913366668139,8.615901990520637,0.6025269835331726,0.5237501596818089,0.6835188216093547,0.2545584832273774,0.1862714456853117,0.31663954252236376,0.20929162538850038,0,0.4604220779220779,0.20170117980956379,0,0.31440169393315176,0.875,0.09766,0.875,0.09766,0.625,0.27344,0.5,0.47266,0,1,35,136
atlantic_walrus,5,1050.00,655.00,300.00,250.00,vulnerable,19e3,ice,0.004255651525191251,-0.007101179328418471,0.006700564212454257,0.4,4.4172,3.9,4.9,2.0954837062310894,1.5052675257351413,2.7162576191631547,0.6008258967803782,0.5462753912968696,0.6547924191606467,0.22466942154613503,0.16228538279902724,0.2903620462886691,0.5966174206349206,0.5011111111111112,0.6789236111111111,0.25436741127321705,0.17495856890110642,0.3268166435628195,1.4673265978761503,1.2541042168202876,1.682053553468092,0.9895994162178148,0.8085958199452238,1.1754124913993487,4.111554611243406,2.8121752489012954,5.903395822595438,3.2119099078137485,1.040502467555792,6.003629949614463,4.883226388888889,4.1,5.612083333333332,3.0252298726612916,2.3687197384081795,3.777427002037533,0.8031583232585316,0.7327202380952382,0.881181277056277,0.19543222486518322,0.1413337996539778,0.2456707670834514,0.16692108225108224,0.06441666666666669,0.28450757575757574,0.2021751814732418,0.12526782916678042,0.27903846899919765,0.9,0.00684,0.7,0.09668,0.7,0.27832,0.3,0.6875,0.2,0.99756,12,54
nes,13,2275.00,513.00,450.00,295.00,least concern,22e4,land,0.010162809231997416,-0.002116053368817458,0.015058958344992008,0.1,2.270314285714286,2.1714285714285713,2.3714285714285714,0.5709494119591081,0.47069174176761835,0.683539970123403,0.4138241131017491,0.38317619416187526,0.44116290375799444,0.1776902448111746,0.15296720988489798,0.20615969316908367,0.40019436507936507,0.3483083900226757,0.45301587301587304,0.22764157677139923,0.18620102256835586,0.2697989952310882,0.9596836302709498,0.8672630783513444,1.0294023766753715,0.7463690394511351,0.6246003529539348,0.8587843729664533,3.6348368542700307,2.650140398323278,4.920816781961036,4.135754522289611,1.9332041045367565,5.895097604432306,2.5110873506071454,2.3125,2.65625,1.9840200575517117,1.6921582166184521,2.0781299235213284,0.7895549115030657,0.7679185267857143,0.8132440476190476,0.2535860419320069,0.2324755610475497,0.26770716285732343,0.060123809523809524,0.016666666666666666,0.10952380952380952,0.1448888243291419,0.07850136932560092,0.1962534233140023,0.9142857142857143,0,0.8857142857142857,0,0.8857142857142857,0,0.8571428571428571,0,0.8285714285714286,1e-5,17,205
ses,48,3510.00,503.00,467.00,270.00,least concern,65e4,land,-0.0023776351582294186,-0.006524900785589904,0.001287271572159586,0.9,6.001,5.538461538461538,6.461538461538462,1.8508466798731602,1.3152195350159301,2.3965787580611124,0.7717306819083909,0.740080971659919,0.7996052631578947,0.10706108431863345,0.06781560738730955,0.1581613746752538,0.7589213675213675,0.7,0.823076923076923,0.1570700554514365,0.1012739367083667,0.21455823663055004,2.2112913164111108,2.024809168983074,2.4182814400341344,1.0034292744642812,0.8552483850453737,1.155608809613714,2.7723451887188277,2.232819664669306,3.4951940666774797,1.6121423340541403,0.7176923456019566,2.963458331545115,7.192261538461539,6.423076923076923,7.961538461538462,3.096104781780135,2.431019437206655,3.766906313490469,0.7782978723761675,0.7070053109283878,0.8425009758641472,0.18755579575539325,0.14439692760021627,0.235941571111829,0.25468174133558746,0.16602564102564102,0.337912851037851,0.19040611483702327,0.13030593250924655,0.2505017635094676,0.9230769230769231,1.2e-4,0.8461538461538461,0.01331,0.8461538461538461,0.02393,0.7692307692307693,0.0636,0.46153846153846156,0.70605,8,249
california_sea_lion,16.2,289.00,86.00,225.00,180.00,least concern,226e3,land,-9.140215626768367e-5,-0.00332065292747086,0.004399553039431492,0.5,5.421461538461538,4.846153846153846,6,1.3274934306628816,0.8770580193070292,1.8010857692582416,0.7432510305450946,0.706210341086502,0.7753077452303457,0.0842814946142009,0.05134262523119716,0.12782266851621277,0.7405149267399267,0.6666452991452991,0.8145299145299145,0.14642820895628184,0.08822659406419132,0.20881561552576644,2.247348784346286,2.028939919961751,2.476282109502422,1.0951737039577634,0.7494773463577992,1.469912121069694,2.9135787315979753,2.2415408520573457,3.8058180747031694,1.7628949537302063,0.7631249644682228,3.381249155001794,6.993615384615385,6.153846153846154,7.924999999999999,3.4086233999513977,2.1387717993274356,5.060403376470126,0.7391836990992752,0.6725111373669066,0.8024091839533016,0.20494788401589786,0.15854274951519523,0.24486693370135287,0.2316004412254412,0.13479395604395603,0.3258882783882784,0.18632546868330924,0.12919660242968004,0.2424859205638206,0.9230769230769231,1.2e-4,0.6923076923076923,0.09546,0.6153846153846154,0.31775,0.5384615384615384,0.68225,0.23076923076923078,0.99664,9,90
