title grey seals all colonies										
Hg4_2										
Hg6_1										
Hg6_3										
Hg8_9										
Hg8_1										
Pv9										
Pv11										
Pop										
463	,	5151	6064	7173	0000	3541	0000	6868		
464	,	3953	6064	7375	5961	3535	6466	6870		
465	,	3955	6264	7177	0000	3539	6264	6668		
466	,	5151	6262	7177	0000	3943	0000	6668		
467	,	5151	6262	7179	6767	4143	6262	6070		
468	,	5151	6264	0000	0000	3739	6666	6668		
469	,	3951	5062	7979	0000	3541	6060	6868		
470	,	5151	6262	7373	5761	3939	6268	6870		
471	,	5151	6264	7373	4959	3745	6264	6668		
472	,	5157	6264	7175	0000	3941	7072	6668		
473	,	5151	6464	6977	5567	3739	6264	6668		
474	,	5157	6264	7575	0000	3737	6470	6870		
475	,	5153	6264	7173	6161	3739	6472	6668		
476	,	5151	6264	7375	5761	4141	6070	6266		
477	,	5151	6264	7179	5761	3541	6466	6870		
478	,	5153	6264	7377	6167	3941	6266	6668		
479	,	5153	6264	7979	4967	3339	6272	6868		
480	,	3951	5662	7579	0000	3943	6464	6870		
481	,	5153	6064	7375	4961	3949	6266	6668		
482	,	5151	6464	7375	5759	3941	6264	6668		
483	,	3951	6264	7377	0000	3347	6672	6668		
484	,	5357	6064	7175	6161	4151	6464	6670		
485	,	5159	6264	7379	4957	3939	6472	6868		
486	,	5151	6062	7579	0000	3941	6466	6668		
487	,	5761	6464	7375	5361	4151	6470	6870		
488	,	5153	6464	6973	5367	3743	6264	6870		
489	,	3957	6262	7379	6567	3547	6262	6668		
490	,	5151	6264	7373	6163	3541	6670	6666		
491	,	5157	6264	7179	5759	3939	6470	6868		
492	,	5159	6264	7579	4963	3739	6264	6872		
493	,	5161	6264	7373	5959	3739	6264	6868		
494	,	5151	6262	7375	6363	3337	6272	6668		
495	,	5159	5664	7179	5967	3335	6472	6666		
496	,	5159	6464	7979	5759	3539	6470	6068		
497	,	5157	6264	7379	5959	3339	6268	6668		
498	,	3951	6264	7575	5359	3939	6262	6872		
499	,	3951	6266	7779	5157	3939	6470	6868		
500	,	5151	6262	7375	4963	3939	6470	6870		
501	,	5151	6264	7175	5763	4147	5468	6870		
502	,	3951	6264	7377	5967	4147	6272	6672		
503	,	3951	5060	6973	5959	3349	6670	6668		
504	,	5151	6264	7779	5963	3539	6666	7070		
505	,	5153	6062	7173	5959	3535	0000	6870		
506	,	3959	6264	7373	4963	4151	7070	6870		
507	,	3957	6264	6977	5961	3739	6264	6868		
508	,	5151	6464	7579	5763	3939	6464	6266		
509	,	5151	6062	6973	5759	3941	6466	6266		
510	,	5151	6262	7373	5961	3541	6464	6672		
511	,	0000	6264	6977	5761	3535	7070	6668		
512	,	3951	6264	6971	5961	3945	6670	6870		
513	,	5151	6064	7579	5961	3939	6464	6468		
514	,	5153	6464	7373	5959	3935	6472	6668		
515	,	3951	6262	7373	4951	3941	6062	6468		
516	,	0000	6264	7779	5961	3939	6666	6868		
517	,	5151	0000	6975	6161	3939	6262	6868		
518	,	5153	6262	0000	6363	3339	6468	6870		
519	,	3951	6464	7579	5959	3951	6666	6472		
520	,	0000	5662	7979	5363	3951	6262	6668		
521	,	0000	5664	7171	6167	4147	7072	6868		
522	,	3951	6466	7577	5963	4147	6266	6666		
523	,	3953	6264	6973	6161	3941	6266	6668		
524	,	5159	6464	6975	5561	3941	6470	6870		
525	,	3953	5060	7579	5961	3551	6266	6672		
